audio/park-lisbon-1052-40648-a.wav,park
audio/airport-lyon-1169-44433-a.wav,airport
audio/metro_station-prague-1170-44344-a.wav,metro_station
audio/public_square-stockholm-121-3569-a.wav,public_square
audio/airport-prague-1195-44435-a.wav,airport
audio/public_square-milan-1168-44989-a.wav,public_square
audio/street_traffic-vienna-176-5440-a.wav,street_traffic
audio/street_traffic-lyon-1045-40954-a.wav,street_traffic
audio/street_traffic-stockholm-273-8314-a.wav,street_traffic
audio/bus-stockholm-37-1109-a.wav,bus
audio/bus-london-25-877-a.wav,bus
audio/park-prague-1105-41614-a.wav,park
audio/metro_station-barcelona-62-1860-a.wav,metro_station
audio/park-prague-1038-42040-a.wav,park
audio/metro-lyon-1064-42173-a.wav,metro
audio/park-lisbon-1052-40070-a.wav,park
audio/park-barcelona-241-7152-a.wav,park
audio/public_square-milan-1074-43221-a.wav,public_square
audio/park-lyon-1188-45492-a.wav,park
audio/bus-london-21-817-a.wav,bus
audio/street_pedestrian-prague-1051-41028-a.wav,street_pedestrian
audio/shopping_mall-milan-1183-44950-a.wav,shopping_mall
audio/street_traffic-stockholm-175-5382-a.wav,street_traffic
audio/street_traffic-lyon-1045-40931-a.wav,street_traffic
audio/street_pedestrian-helsinki-262-7927-a.wav,street_pedestrian
audio/street_pedestrian-lyon-1072-41996-a.wav,street_pedestrian
audio/bus-london-22-829-a.wav,bus
audio/metro_station-stockholm-83-2220-a.wav,metro_station
audio/park-lyon-1060-43562-a.wav,park
audio/park-prague-1038-40518-a.wav,park
audio/street_traffic-paris-171-5248-a.wav,street_traffic
audio/shopping_mall-lisbon-1125-40586-a.wav,shopping_mall
audio/street_pedestrian-paris-152-4612-a.wav,street_pedestrian
audio/public_square-paris-251-7501-a.wav,public_square
audio/airport-stockholm-12-505-a.wav,airport
audio/park-prague-1105-42256-a.wav,park
audio/metro-helsinki-221-6694-a.wav,metro
audio/metro-lisbon-1121-42875-a.wav,metro
audio/airport-milan-1108-43191-a.wav,airport
audio/airport-barcelona-0-12-a.wav,airport
audio/metro-stockholm-55-1637-a.wav,metro
audio/metro-lyon-1064-40093-a.wav,metro
audio/tram-milan-1182-45540-a.wav,tram
audio/tram-london-188-5804-a.wav,tram
audio/shopping_mall-lyon-1066-42164-a.wav,shopping_mall
audio/street_pedestrian-lyon-1072-42952-a.wav,street_pedestrian
audio/shopping_mall-paris-257-7791-a.wav,shopping_mall
audio/street_traffic-prague-1193-45586-a.wav,street_traffic
audio/metro-lyon-1082-40129-a.wav,metro
audio/metro_station-stockholm-239-7081-a.wav,metro_station
audio/airport-lisbon-1114-43181-a.wav,airport
audio/metro_station-helsinki-65-1948-a.wav,metro_station
audio/tram-london-278-8460-a.wav,tram
audio/public_square-stockholm-252-7563-a.wav,public_square
audio/bus-helsinki-18-714-a.wav,bus
audio/metro-vienna-59-1755-a.wav,metro
audio/street_pedestrian-lisbon-1004-43102-a.wav,street_pedestrian
audio/metro-milan-1218-44544-a.wav,metro
audio/bus-lyon-1124-42355-a.wav,bus
audio/street_traffic-barcelona-161-4911-a.wav,street_traffic
audio/street_pedestrian-stockholm-155-4710-a.wav,street_pedestrian
audio/park-helsinki-94-2618-a.wav,park
audio/park-milan-1164-44765-a.wav,park
audio/airport-prague-1015-40881-a.wav,airport
audio/shopping_mall-milan-1084-41073-a.wav,shopping_mall
audio/metro-lisbon-1055-42714-a.wav,metro
audio/shopping_mall-stockholm-137-4175-a.wav,shopping_mall
audio/metro-prague-1081-41300-a.wav,metro
audio/park-paris-99-2817-a.wav,park
audio/street_pedestrian-stockholm-266-8080-a.wav,street_pedestrian
audio/street_pedestrian-vienna-159-4835-a.wav,street_pedestrian
audio/bus-lisbon-1106-41768-a.wav,bus
audio/metro_station-barcelona-230-6941-a.wav,metro_station
